"Number";"Ettevõtja nimi";"Registrikood";"Kehtivuse algus";"Kehtivuse lõpp";"Kehtiv";"Tegevusala";"Lisainfo"
"KTO022044";"Hiina Tervisekeskus OÜ";"12238267";"07.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022040";"OÜ Luksus-Toit";"14331427";"03.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022039";"osaühing Hotell Pärnu";"10335003";"03.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022038";"Auctorum OÜ";"10402573";"02.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022037";"Pirosmani Osaühing";"11918853";"02.10.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022035";"EIWIC OÜ";"12678291";"28.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022032";"Noorus OÜ";"12486835";"26.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022034";"Pitsapidu OÜ";"14255073";"26.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022033";"OÜ Sweet Paradise";"14119704";"26.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022027";"Wingstopp Drive OÜ";"14325800";"20.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022025";"Buffo Ehitus OÜ";"12596707";"19.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022024";"Keszthely Alzopahok OÜ";"12978277";"19.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022021";"Rapla Bussipark OÜ";"11096842";"15.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022020";"Pere Turg OÜ";"12665207";"15.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022019";"OÜ Sundry";"12070980";"14.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022014";"OÜ Sillari";"12933889";"13.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022012";"Ocras OÜ";"12518446";"09.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022011";"Messhall OÜ";"14202055";"09.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022006";"Imelihtne OÜ";"14255138";"05.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022005";"ÖkoKaubad OÜ";"14169174";"05.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022004";"RISTORANTE CASTELLO OÜ";"14271814";"05.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022003";"Creative Intervention OÜ";"12622416";"04.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022001";"OÜ ABOUGHALY";"14128620";"02.09.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO022000";"MM AG OÜ";"11512275";"28.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021999";"Ten Pin OÜ";"14300444";"28.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021995";"D'Boiss Club Bespoke OÜ";"11487608";"25.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021994";"Graytone OÜ";"14247661";"25.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021991";"Barbatus Osaühing";"11530770";"23.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021985";"Stylish Events OÜ";"14119288";"22.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021988";"Laisholm Catering OÜ";"14121718";"22.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021987";"Osaühing Sunna";"11136375";"22.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021984";"Sphinx OÜ";"14263654";"21.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021980";"Tiina Pannkook OÜ";"14016996";"18.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021982";"Osaühing Nata Paradiis";"10484134";"18.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021977";"Mittetulundusühing Eesti Identiteedi ja Kultuuri Koda";"80354462";"15.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021975";"ANSU AIAND OÜ";"14272431";"14.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021972";"Centennial Hospitality OÜ";"14169487";"12.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021968";"Hindreku Turismitalu OÜ";"14248028";"10.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021958";"PPJ Restoranid OÜ";"14220484";"08.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021959";"OÜ Catering Team";"14283438";"08.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021960";"MTÜ Roheliselt Värske Elu";"80388277";"08.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021956";"FreeLevel OÜ";"11765622";"07.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021957";"E-smoke OÜ";"12159697";"07.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021953";"Bali71 OÜ";"14231387";"03.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021951";"Bangladeshi restaurant TÜ";"14290875";"01.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021950";"MOTOKLUBI WILDHOGS MC";"80165710";"01.08.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021948";"OÜ Toidutuba";"12757323";"31.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021947";"Nordic Beer House OÜ";"12154406";"28.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021944";"OÜ Proua Lorde";"14291142";"26.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021943";"3DFoodlab OÜ";"14090716";"25.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021938";"JK Haldus OÜ";"14240883";"21.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021934";"Lahemaa Restoranid OÜ";"14247000";"12.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021931";"Salmistu Sadam OÜ";"14292532";"11.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021933";"L&K OÜ";"14288588";"11.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021930";"OÜ Kohvikum Cafe";"12701133";"08.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021925";"Aire Hallap";"12006568";"06.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021924";"Moosipall OÜ";"14174318";"06.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021926";"Bristol & Partnerid OÜ";"11206880";"06.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021918";"Jaan Rooso";"10900584";"05.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021920";"Ateljee Cafe OÜ";"12672354";"05.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021919";"POLAREST GRUPP OÜ";"10525324";"05.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021915";"Aavikunurga OÜ";"11259037";"04.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021917";"SINILILLE OÜ";"12099179";"04.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021912";"Kolevant OÜ";"11697889";"02.07.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021910";"Good Mood Food OÜ";"12472905";"30.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021908";"Mugish OÜ";"12888953";"29.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021906";"Willa OÜ";"14234523";"28.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021907";"NITORIS OÜ";"11210700";"28.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021903";"AM Hotel OÜ";"14231861";"27.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021904";"Hanseatic Loodusturism OÜ";"12102645";"27.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021902";"Pizzer OÜ";"14239130";"26.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021901";"Kidise-Jaani Talu OÜ";"12224561";"25.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021898";"Taevaskoja Paradiis OÜ";"12848505";"21.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021899";"StudioIllusion OÜ";"14176234";"21.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021895";"TAARKA TARÕ OÜ";"11634831";"21.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021897";"Kärakapanda OÜ";"14279543";"21.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021896";"OÜ Punane Maja";"14040569";"21.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021889";"Piipl OÜ";"12839794";"20.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021891";"Larissa Prokopõshina";"14235445";"20.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021888";"ayreys OÜ";"14204752";"20.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021886";"Näljane OÜ";"14266316";"19.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021885";"Liang OÜ";"14277627";"17.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021883";"ABInva Eesti OÜ";"12636200";"15.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021879";"I Land Sound MTÜ";"80416743";"14.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021881";"Innamorata OÜ";"14187410";"14.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021878";"MALHEM SERVICE OÜ";"14259463";"13.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021876";"Toidulaegas OÜ";"12889504";"13.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021860";"OÜ Rossilord";"11951402";"12.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021872";"Bognas OÜ";"12399131";"12.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021874";"BKS technology OÜ";"11718284";"12.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021866";"OÜ ASPIC";"10912593";"12.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021864";"FVN Grupp OÜ";"12665360";"12.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021869";"Rankai OÜ";"12832935";"12.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021871";"OÜ Minu Maius";"12581396";"12.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021870";"TULUNDUSÜHISTU EVISAT";"10268301";"12.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021863";"Siilisaba OÜ";"12139009";"12.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021865";"Osaühing Store";"10082816";"12.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021859";"AIR Food OÜ";"14214839";"11.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021858";"OSAÜHING KONFLORA";"10693027";"10.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021844";"Kevvai OÜ";"14127170";"09.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021847";"OÜ Anweb";"12648213";"09.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021843";"Kapteni kohvik OÜ";"12931672";"09.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021851";"Aleksandron OÜ";"12961986";"09.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021855";"Aitikk Invest OÜ";"14083828";"09.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021850";"Prassi toitlustus OÜ";"12759747";"09.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021798";"Semiway OÜ";"14073043";"09.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021852";"Osaühing GAARLIG";"10048960";"09.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021839";"Põko OÜ";"12058750";"08.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021841";"Toit ja Tuju OÜ";"12976120";"08.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021832";"Rita kodukohvik OÜ";"14273078";"06.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021825";"Birgu Invest OÜ";"14145802";"06.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021831";"Cabristo OÜ";"14233794";"06.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021833";"Mittetulundusühing Pohlad";"80261660";"06.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021828";"world famous OÜ";"14224654";"06.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021826";"Reelika Köök & Kook OÜ";"14060448";"06.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021824";"Mariia Lihaäri OÜ";"14271949";"05.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021821";"Tata Trans OÜ";"12126344";"05.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021820";"Osaühing Tagavälja Talutare";"14001285";"05.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021822";"Osaühing RAMM ja RUUM";"12445954";"05.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021819";"TOOLSE ARENDUS OÜ";"12310935";"02.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021815";"Sakkeus OÜ";"14176843";"01.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021816";"OÜ Uimeahv";"12848770";"01.06.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021812";"Franz Catering OÜ";"14242209";"31.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021813";"OÜ Kohvijaam";"14146517";"31.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021806";"Western Fashion OÜ";"10577734";"29.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021807";"Finlandia Seafood OÜ";"14213403";"29.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021809";"Kokk & Kelner OÜ";"14229099";"29.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021808";"Pollo OÜ";"14239680";"29.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021804";"OÜ Oliver";"14266842";"29.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021803";"MTÜ Loomelava";"80382990";"26.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021772";"MiniBar OÜ";"14065782";"26.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021802";"Caramel Bakery OÜ";"12908199";"26.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021799";"OÜ PJ Projektid";"10615783";"26.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021796";"Moe Mõis MTÜ";"80394094";"25.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021797";"Ruhnu Ruut OÜ";"14150855";"25.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021794";"TEMOR GRUPP OÜ";"11475887";"24.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021793";"Stagerank OÜ";"12758305";"23.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021791";"Pool Võitu OÜ";"12830913";"22.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021792";"Green Lighthouse OÜ";"14238610";"22.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021702";"True Solutions OÜ";"11558082";"22.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021790";"Mexicana OÜ";"14244177";"22.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021789";"Tammesilla Tervisetalu OÜ";"12845665";"20.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021728";"Surfcafe OÜ";"14098407";"19.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021748";"Tuvi Katusel OÜ";"14236427";"18.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021785";"Haapsalu Raamat OÜ";"12484316";"18.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021779";"Buthawa Palaweni OÜ";"14209554";"17.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021778";"Pesa Toitlustus OÜ";"14168915";"17.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021782";"Buenas Kassari Restoranid OÜ";"14225518";"17.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021783";"Osaühing Kriscontrol";"11873004";"17.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021780";"OÜ Humalakoda";"14154511";"17.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021776";"Temorubersi MTÜ";"80417636";"17.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021774";"Hookah Lounge OÜ";"14257820";"16.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021775";"Grandezza OÜ";"12923448";"16.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021761";"OÜ Metskukk";"12126781";"15.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021771";"MiraSanitas OÜ";"12856456";"15.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021765";"Northmen Cafe OÜ";"14145274";"15.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021764";"Vobla OÜ";"11478584";"15.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021759";"OÜ Mush Service";"11259116";"12.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021760";"MAIKA GOOD SOUND OÜ";"14254371";"12.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021757";"MÖT OÜ";"14202109";"11.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021755";"Vaksali OÜ";"12661847";"10.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021754";"Mantel ja Korsten OÜ";"12983806";"09.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021750";"OÜ Luppe";"12147352";"08.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021751";"Hõbe Taldrik OÜ";"14197354";"08.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021749";"Haapsalu Old Town Apartments OÜ";"14119354";"06.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021746";"A.U.S PARTNERS OÜ";"14244071";"05.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021745";"Meie Kodu TÜ";"12121200";"05.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021744";"Eifeli Köök OÜ";"14231128";"04.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021739";"Osaühing Steinfors pluss";"12585135";"04.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021738";"Vinto OÜ";"14253035";"04.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021743";"LEGENDS FOODS OÜ";"14105599";"04.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021742";"HEA ISU OÜ";"12290581";"04.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021737";"FitFocus OÜ";"14215589";"03.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021736";"LRS Design OÜ";"12502043";"02.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021716";"Wolf Hotel OÜ";"14226191";"01.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021131";"Tänavatoit OÜ";"12987141";"01.05.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021734";"Kaffi Investments OÜ";"12782232";"28.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021732";"Vihula valla noorteklubi";"80391724";"27.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021730";"Leviso Group OÜ";"12548683";"26.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021729";"Baasjaam OÜ";"14022548";"24.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021727";"Eluruumid OÜ";"12106235";"22.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021725";"SUN360 Osaühing";"14240989";"21.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021726";"PURUTEE OÜ";"12440632";"21.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021723";"Smuutid OÜ";"14233392";"20.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021721";"Valga Sinel OÜ";"14242066";"19.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021719";"Lendav Taldrik OÜ";"11922122";"19.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021720";"MEAT AND CHEESE OÜ";"14095984";"19.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021718";"Tarjuss OÜ";"14239420";"19.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021717";"Lossi Catering OÜ";"14236315";"18.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021712";"Leivakas OÜ";"14139747";"17.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021713";"HousePartner OÜ";"14131929";"17.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021714";"OÜ Sänku Saan";"14237591";"17.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021715";"osaühing RIVERMARK";"11248815";"17.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021711";"Konksmoorid OÜ";"12475335";"13.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021710";"Deluxe Partners OÜ";"14195326";"13.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021706";"TP Trade OÜ";"14153204";"12.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021708";"OÜ Sebastes";"11992884";"12.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021703";"FOODFRIEND OÜ";"14236686";"11.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021679";"Emamesilane OÜ";"14176748";"08.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021701";"OÜ Baan Thai";"12997470";"08.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021697";"ProSmart OÜ";"11964863";"05.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021696";"OÜ Toomi Tänu";"14010723";"04.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021695";"Omniko Etana OÜ";"14124131";"04.04.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021693";"Seljatee OÜ";"12789493";"31.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021608";"Food in food OÜ";"12960455";"31.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021692";"OÜ Restoran Ülikooli kohvik";"12993986";"31.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021687";"Janeselke OÜ";"14000570";"30.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021688";"Valtan Invest OÜ";"11457493";"30.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021689";"Nurga Taldrik OÜ";"14159106";"30.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021682";"SEJ INVEST OÜ";"14097581";"29.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021674";"Pelgumaja OÜ";"12884872";"23.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021673";"Wine Time OÜ";"14224341";"22.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021672";"Zlimline Grupp OÜ";"14217068";"22.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021670";"Nalband Wan OÜ";"12716353";"22.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021667";"Osaühing Sentafarm";"11075082";"21.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021665";"Leemekulbi liigutajad OÜ";"14099152";"20.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021663";"Pizza wow OÜ";"14218754";"16.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021661";"Indi Holdings OÜ";"14221519";"15.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021662";"Averis Holding OÜ";"14049820";"15.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021658";"M&A Team OÜ";"12646492";"13.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021659";"osaühing Eeltamm";"10468922";"13.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021656";"OÜ Gemüüse";"14216347";"09.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021653";"Kaffel Catering OÜ";"14096877";"09.03.2017";"09.03.2027";"Jah";"Toitlustamine";""
"KTO021654";"Treegeri OÜ";"14106156";"09.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021652";"Grotta OÜ";"11890971";"08.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021650";"Livelife OÜ";"12744148";"04.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021649";"TANKLA OÜ";"11538228";"02.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021648";"OÜ Miralda";"11478590";"01.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021647";"Tsingtauer Zeisig OÜ";"12938042";"01.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021484";"OÜ Lehtla";"14127885";"01.03.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021645";"Saarepärn OÜ";"11031624";"26.02.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021643";"Anhor OÜ";"12521715";"22.02.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021641";"22resto OÜ";"14177417";"21.02.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021640";"DavidResto OÜ";"14193712";"21.02.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021639";"Mugapynyana Tzetsebjwe OÜ";"14188317";"20.02.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021638";"Burger Pit OÜ";"14203586";"19.02.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021637";"osaühing Falaris";"10609067";"18.02.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021635";"Pruulikoer OÜ";"14160061";"17.02.2017";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO021631";"Levain Pagar OÜ";"12831120";"16.02.2017";"Tähtajatu";"Jah";"Toitlustamine";""
